Country,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Hungary,65,Moderate,1,Good,38,Good,1,Good,65,Moderate
United States of America,56,Moderate,2,Good,18,Good,15,Good,56,Moderate
Germany,28,Good,0,Good,28,Good,1,Good,27,Good
Australia,48,Good,0,Good,24,Good,1,Good,48,Good
Germany,33,Good,1,Good,33,Good,1,Good,30,Good
United States of America,82,Moderate,2,Good,42,Good,10,Good,82,Moderate
United Republic of Tanzania,18,Good,0,Good,18,Good,0,Good,17,Good
India,500,Hazardous,1,Good,47,Good,1,Good,500,Hazardous
Australia,26,Good,0,Good,25,Good,0,Good,26,Good
Central African Republic,69,Moderate,2,Good,8,Good,0,Good,69,Moderate
United States of America,68,Moderate,1,Good,23,Good,4,Good,68,Moderate
Spain,37,Good,0,Good,37,Good,0,Good,21,Good
Mexico,43,Good,1,Good,13,Good,4,Good,43,Good
Belgium,38,Good,1,Good,30,Good,3,Good,38,Good
Russian Federation,34,Good,1,Good,34,Good,0,Good,8,Good
France,32,Good,1,Good,31,Good,1,Good,32,Good
Germany,30,Good,0,Good,30,Good,1,Good,28,Good
Hungary,55,Moderate,1,Good,34,Good,1,Good,55,Moderate
United Kingdom of Great Britain and Northern Ireland,41,Good,0,Good,27,Good,3,Good,41,Good
United States of America,52,Moderate,1,Good,45,Good,3,Good,52,Moderate
United States of America,59,Moderate,1,Good,41,Good,5,Good,59,Moderate
United States of America,68,Moderate,2,Good,18,Good,11,Good,68,Moderate
Ukraine,68,Moderate,1,Good,41,Good,0,Good,68,Moderate
India,150,Unhealthy,1,Good,26,Good,1,Good,150,Unhealthy
Uruguay,34,Good,0,Good,20,Good,1,Good,34,Good
Mexico,137,Unhealthy for Sensitive Groups,4,Good,22,Good,5,Good,137,Unhealthy for Sensitive Groups
Mexico,45,Good,1,Good,6,Good,3,Good,45,Good
Sudan,62,Moderate,1,Good,47,Good,0,Good,62,Moderate
Russian Federation,42,Good,1,Good,42,Good,0,Good,36,Good
India,187,Unhealthy,2,Good,83,Moderate,0,Good,187,Unhealthy
India,24,Good,1,Good,17,Good,0,Good,24,Good
Russian Federation,37,Good,1,Good,27,Good,0,Good,37,Good
Bolivia (Plurinational State of),32,Good,1,Good,2,Good,2,Good,32,Good
Romania,38,Good,1,Good,38,Good,0,Good,10,Good
Italy,62,Moderate,1,Good,45,Good,2,Good,62,Moderate
Mexico,107,Unhealthy for Sensitive Groups,2,Good,9,Good,8,Good,107,Unhealthy for Sensitive Groups
Hungary,86,Moderate,1,Good,37,Good,3,Good,86,Moderate
United States of America,36,Good,2,Good,36,Good,4,Good,33,Good
United States of America,50,Good,1,Good,38,Good,1,Good,50,Good
Ukraine,38,Good,1,Good,38,Good,0,Good,24,Good
India,176,Unhealthy,1,Good,34,Good,0,Good,176,Unhealthy
Pakistan,153,Unhealthy,2,Good,131,Unhealthy for Sensitive Groups,1,Good,153,Unhealthy
India,155,Unhealthy,0,Good,28,Good,0,Good,155,Unhealthy
Democratic Republic of the Congo,72,Moderate,3,Good,9,Good,0,Good,72,Moderate
Poland,77,Moderate,1,Good,39,Good,1,Good,77,Moderate
Germany,59,Moderate,1,Good,35,Good,4,Good,59,Moderate
Brazil,15,Good,0,Good,15,Good,0,Good,15,Good
Spain,30,Good,1,Good,30,Good,2,Good,25,Good
France,31,Good,1,Good,31,Good,1,Good,20,Good
Australia,26,Good,0,Good,26,Good,0,Good,8,Good
Indonesia,60,Moderate,1,Good,33,Good,0,Good,60,Moderate
Germany,56,Moderate,1,Good,43,Good,2,Good,56,Moderate
India,175,Unhealthy,1,Good,40,Good,0,Good,175,Unhealthy
United Kingdom of Great Britain and Northern Ireland,38,Good,1,Good,20,Good,6,Good,38,Good
Italy,65,Moderate,1,Good,65,Moderate,2,Good,55,Moderate
Angola,131,Unhealthy for Sensitive Groups,6,Good,27,Good,2,Good,131,Unhealthy for Sensitive Groups
Venezuela (Bolivarian Republic of),87,Moderate,1,Good,20,Good,4,Good,87,Moderate
United States of America,33,Good,1,Good,28,Good,6,Good,33,Good
Sweden,27,Good,0,Good,27,Good,0,Good,7,Good
India,164,Unhealthy,4,Good,160,Unhealthy,1,Good,164,Unhealthy
India,33,Good,1,Good,32,Good,0,Good,33,Good
Malaysia,61,Moderate,1,Good,58,Moderate,1,Good,61,Moderate
India,162,Unhealthy,2,Good,88,Moderate,0,Good,162,Unhealthy
Poland,48,Good,1,Good,34,Good,2,Good,48,Good
United Kingdom of Great Britain and Northern Ireland,33,Good,1,Good,33,Good,4,Good,16,Good
Senegal,184,Unhealthy,2,Good,18,Good,4,Good,184,Unhealthy
Romania,45,Good,1,Good,41,Good,0,Good,45,Good
India,176,Unhealthy,4,Good,173,Unhealthy,1,Good,176,Unhealthy
Israel,113,Unhealthy for Sensitive Groups,3,Good,80,Moderate,5,Good,113,Unhealthy for Sensitive Groups
United States of America,59,Moderate,1,Good,36,Good,3,Good,59,Moderate
France,48,Good,1,Good,22,Good,4,Good,48,Good
Thailand,53,Moderate,0,Good,15,Good,3,Good,53,Moderate
United States of America,56,Moderate,1,Good,30,Good,5,Good,56,Moderate
Brazil,26,Good,1,Good,8,Good,1,Good,26,Good
India,131,Unhealthy for Sensitive Groups,2,Good,85,Moderate,0,Good,131,Unhealthy for Sensitive Groups
Uzbekistan,167,Unhealthy,1,Good,47,Good,0,Good,167,Unhealthy
Germany,47,Good,1,Good,35,Good,2,Good,47,Good
Sudan,57,Moderate,1,Good,16,Good,0,Good,57,Moderate
Serbia,65,Moderate,1,Good,38,Good,2,Good,65,Moderate
Lithuania,59,Moderate,1,Good,39,Good,0,Good,59,Moderate
Portugal,37,Good,1,Good,37,Good,4,Good,17,Good
United Kingdom of Great Britain and Northern Ireland,62,Moderate,1,Good,15,Good,11,Good,62,Moderate
Brazil,55,Moderate,1,Good,16,Good,0,Good,55,Moderate
Turkey,45,Good,1,Good,44,Good,0,Good,45,Good
Thailand,19,Good,1,Good,16,Good,0,Good,19,Good
India,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy
Poland,36,Good,1,Good,36,Good,0,Good,22,Good
France,41,Good,1,Good,41,Good,0,Good,25,Good
United States of America,61,Moderate,2,Good,38,Good,9,Good,61,Moderate
India,126,Unhealthy for Sensitive Groups,4,Good,27,Good,6,Good,126,Unhealthy for Sensitive Groups
Russian Federation,44,Good,1,Good,28,Good,0,Good,44,Good
United States of America,54,Moderate,1,Good,39,Good,7,Good,54,Moderate
Australia,24,Good,0,Good,21,Good,8,Good,24,Good
Colombia,30,Good,1,Good,14,Good,1,Good,30,Good
United States of America,41,Good,2,Good,36,Good,4,Good,41,Good
France,43,Good,1,Good,43,Good,0,Good,36,Good
United Kingdom of Great Britain and Northern Ireland,43,Good,1,Good,35,Good,1,Good,43,Good
United Republic of Tanzania,33,Good,1,Good,22,Good,0,Good,33,Good
Guatemala,57,Moderate,1,Good,19,Good,0,Good,57,Moderate
Cuba,43,Good,1,Good,31,Good,0,Good,43,Good
New Zealand,27,Good,0,Good,27,Good,0,Good,7,Good
Russian Federation,47,Good,1,Good,47,Good,0,Good,17,Good
Russian Federation,42,Good,1,Good,22,Good,6,Good,42,Good
Canada,41,Good,1,Good,27,Good,0,Good,41,Good
Brazil,58,Moderate,1,Good,24,Good,0,Good,58,Moderate
Russian Federation,60,Moderate,1,Good,45,Good,2,Good,60,Moderate
China,165,Unhealthy,7,Good,73,Moderate,16,Good,165,Unhealthy
India,163,Unhealthy,5,Good,25,Good,12,Good,163,Unhealthy
China,137,Unhealthy for Sensitive Groups,3,Good,29,Good,10,Good,137,Unhealthy for Sensitive Groups
United States of America,50,Good,1,Good,50,Good,1,Good,38,Good
Nigeria,77,Moderate,2,Good,41,Good,0,Good,77,Moderate
Nigeria,80,Moderate,2,Good,38,Good,1,Good,80,Moderate
Pakistan,178,Unhealthy,3,Good,115,Unhealthy for Sensitive Groups,2,Good,178,Unhealthy
Turkey,44,Good,1,Good,44,Good,0,Good,41,Good
India,135,Unhealthy for Sensitive Groups,1,Good,36,Good,2,Good,135,Unhealthy for Sensitive Groups
India,148,Unhealthy for Sensitive Groups,3,Good,32,Good,5,Good,148,Unhealthy for Sensitive Groups
Turkmenistan,123,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,123,Unhealthy for Sensitive Groups
India,92,Moderate,2,Good,46,Good,1,Good,92,Moderate
United States of America,53,Moderate,2,Good,21,Good,6,Good,53,Moderate
United States of America,60,Moderate,1,Good,17,Good,10,Good,60,Moderate
Venezuela (Bolivarian Republic of),63,Moderate,1,Good,14,Good,8,Good,63,Moderate
Italy,58,Moderate,1,Good,48,Good,3,Good,58,Moderate
Brazil,18,Good,1,Good,9,Good,1,Good,18,Good
Brazil,22,Good,0,Good,13,Good,0,Good,22,Good
Germany,66,Moderate,1,Good,41,Good,1,Good,66,Moderate
France,59,Moderate,1,Good,33,Good,3,Good,59,Moderate
Portugal,29,Good,1,Good,29,Good,4,Good,27,Good
Brazil,33,Good,1,Good,1,Good,0,Good,33,Good
Germany,54,Moderate,1,Good,36,Good,4,Good,54,Moderate
United States of America,66,Moderate,2,Good,32,Good,7,Good,66,Moderate
India,149,Unhealthy for Sensitive Groups,1,Good,33,Good,0,Good,149,Unhealthy for Sensitive Groups
Russian Federation,57,Moderate,1,Good,21,Good,13,Good,57,Moderate
Ukraine,35,Good,1,Good,35,Good,1,Good,33,Good
India,55,Moderate,0,Good,25,Good,0,Good,55,Moderate
Germany,48,Good,1,Good,25,Good,3,Good,48,Good
Kazakhstan,81,Moderate,1,Good,33,Good,0,Good,81,Moderate
Guatemala,76,Moderate,3,Good,20,Good,8,Good,76,Moderate
Honduras,74,Moderate,1,Good,4,Good,4,Good,74,Moderate
Brazil,17,Good,0,Good,17,Good,0,Good,12,Good
Germany,45,Good,1,Good,24,Good,4,Good,45,Good
India,153,Unhealthy,0,Good,28,Good,0,Good,153,Unhealthy
United States of America,57,Moderate,2,Good,29,Good,12,Good,57,Moderate
Burkina Faso,26,Good,1,Good,11,Good,0,Good,26,Good
China,204,Very Unhealthy,5,Good,204,Very Unhealthy,6,Good,155,Unhealthy
Poland,36,Good,0,Good,36,Good,0,Good,31,Good
France,32,Good,1,Good,32,Good,1,Good,19,Good
Turkey,44,Good,1,Good,44,Good,0,Good,12,Good
United States of America,52,Moderate,2,Good,19,Good,13,Good,52,Moderate
United Kingdom of Great Britain and Northern Ireland,48,Good,1,Good,21,Good,5,Good,48,Good
Canada,57,Moderate,2,Good,9,Good,7,Good,57,Moderate
Brazil,40,Good,1,Good,4,Good,1,Good,40,Good
India,67,Moderate,0,Good,27,Good,0,Good,67,Moderate
United States of America,43,Good,1,Good,43,Good,2,Good,35,Good
Hungary,61,Moderate,1,Good,36,Good,2,Good,61,Moderate
United States of America,42,Good,1,Good,42,Good,6,Good,32,Good
United States of America,53,Moderate,1,Good,30,Good,4,Good,53,Moderate
Germany,30,Good,0,Good,30,Good,1,Good,26,Good
Germany,29,Good,0,Good,25,Good,2,Good,29,Good
United States of America,48,Good,1,Good,35,Good,4,Good,48,Good
United States of America,43,Good,1,Good,30,Good,9,Good,43,Good
United States of America,90,Moderate,3,Good,21,Good,18,Good,90,Moderate
Equatorial Guinea,44,Good,1,Good,23,Good,0,Good,44,Good
Spain,42,Good,0,Good,37,Good,0,Good,42,Good
Mexico,62,Moderate,1,Good,8,Good,6,Good,62,Moderate
United Kingdom of Great Britain and Northern Ireland,27,Good,1,Good,21,Good,8,Good,27,Good
Russian Federation,48,Good,1,Good,32,Good,0,Good,48,Good
Ukraine,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
France,46,Good,1,Good,25,Good,2,Good,46,Good
India,171,Unhealthy,2,Good,66,Moderate,1,Good,171,Unhealthy
Dominican Republic,154,Unhealthy,4,Good,2,Good,15,Good,154,Unhealthy
Mexico,166,Unhealthy,3,Good,11,Good,14,Good,166,Unhealthy
Ecuador,18,Good,1,Good,4,Good,2,Good,18,Good
Netherlands,32,Good,0,Good,32,Good,1,Good,28,Good
India,33,Good,1,Good,23,Good,1,Good,33,Good
United States of America,54,Moderate,1,Good,24,Good,3,Good,54,Moderate
Slovenia,54,Moderate,1,Good,44,Good,0,Good,54,Moderate
Sri Lanka,51,Moderate,0,Good,22,Good,0,Good,51,Moderate
Australia,29,Good,0,Good,29,Good,5,Good,27,Good
India,154,Unhealthy,1,Good,35,Good,0,Good,154,Unhealthy
India,132,Unhealthy for Sensitive Groups,2,Good,132,Unhealthy for Sensitive Groups,1,Good,101,Unhealthy for Sensitive Groups
Japan,41,Good,1,Good,41,Good,1,Good,16,Good
Brazil,52,Moderate,1,Good,7,Good,3,Good,52,Moderate
United States of America,38,Good,1,Good,24,Good,8,Good,38,Good
Iraq,158,Unhealthy,1,Good,47,Good,0,Good,158,Unhealthy
Colombia,78,Moderate,2,Good,2,Good,5,Good,78,Moderate
Russian Federation,39,Good,1,Good,39,Good,0,Good,21,Good
India,78,Moderate,0,Good,30,Good,0,Good,78,Moderate
France,30,Good,1,Good,28,Good,2,Good,30,Good
France,32,Good,1,Good,32,Good,1,Good,21,Good
Paraguay,24,Good,0,Good,20,Good,0,Good,24,Good
Romania,73,Moderate,1,Good,34,Good,1,Good,73,Moderate
Brazil,34,Good,1,Good,7,Good,0,Good,34,Good
Brazil,252,Very Unhealthy,16,Good,0,Good,47,Good,252,Very Unhealthy
Brazil,35,Good,0,Good,18,Good,1,Good,35,Good
United States of America,42,Good,1,Good,39,Good,3,Good,42,Good
Indonesia,99,Moderate,1,Good,43,Good,1,Good,99,Moderate
Italy,50,Good,1,Good,40,Good,1,Good,50,Good
India,79,Moderate,2,Good,79,Moderate,1,Good,69,Moderate
Brazil,53,Moderate,2,Good,1,Good,2,Good,53,Moderate
United States of America,45,Good,1,Good,12,Good,4,Good,45,Good
United States of America,62,Moderate,1,Good,22,Good,5,Good,62,Moderate
Indonesia,116,Unhealthy for Sensitive Groups,3,Good,116,Unhealthy for Sensitive Groups,1,Good,112,Unhealthy for Sensitive Groups
Albania,63,Moderate,1,Good,39,Good,1,Good,63,Moderate
Italy,61,Moderate,1,Good,61,Moderate,2,Good,49,Good
India,500,Hazardous,1,Good,46,Good,1,Good,433,Hazardous
Ghana,70,Moderate,1,Good,20,Good,0,Good,70,Moderate
India,185,Unhealthy,1,Good,91,Moderate,1,Good,185,Unhealthy
India,500,Hazardous,4,Good,77,Moderate,9,Good,426,Hazardous
Sweden,31,Good,1,Good,31,Good,1,Good,29,Good
Russian Federation,33,Good,1,Good,33,Good,0,Good,28,Good
United States of America,56,Moderate,2,Good,48,Good,3,Good,56,Moderate
Russian Federation,45,Good,1,Good,31,Good,1,Good,45,Good
Italy,86,Moderate,1,Good,46,Good,0,Good,86,Moderate
Paraguay,83,Moderate,3,Good,2,Good,2,Good,83,Moderate
United States of America,75,Moderate,2,Good,36,Good,9,Good,75,Moderate
United States of America,64,Moderate,2,Good,23,Good,14,Good,64,Moderate
Romania,40,Good,1,Good,40,Good,0,Good,40,Good
India,166,Unhealthy,4,Good,159,Unhealthy,1,Good,166,Unhealthy
Pakistan,179,Unhealthy,2,Good,179,Unhealthy,1,Good,153,Unhealthy
Peru,43,Good,0,Good,22,Good,0,Good,43,Good
Colombia,111,Unhealthy for Sensitive Groups,2,Good,10,Good,8,Good,111,Unhealthy for Sensitive Groups
India,500,Hazardous,0,Good,37,Good,0,Good,500,Hazardous
Canada,37,Good,1,Good,33,Good,5,Good,37,Good
Italy,52,Moderate,1,Good,39,Good,1,Good,52,Moderate
United States of America,46,Good,1,Good,21,Good,6,Good,46,Good
Thailand,56,Moderate,1,Good,27,Good,0,Good,56,Moderate
Germany,33,Good,1,Good,27,Good,1,Good,33,Good
United States of America,30,Good,1,Good,24,Good,5,Good,30,Good
Sri Lanka,48,Good,0,Good,27,Good,0,Good,48,Good
Norway,32,Good,1,Good,32,Good,0,Good,10,Good
United Kingdom of Great Britain and Northern Ireland,30,Good,0,Good,30,Good,1,Good,26,Good
United Republic of Tanzania,19,Good,0,Good,16,Good,0,Good,19,Good
Sweden,43,Good,0,Good,43,Good,0,Good,22,Good
Brazil,33,Good,1,Good,10,Good,1,Good,33,Good
Myanmar,58,Moderate,0,Good,23,Good,0,Good,58,Moderate
India,155,Unhealthy,1,Good,44,Good,0,Good,155,Unhealthy
Hungary,44,Good,1,Good,28,Good,2,Good,44,Good
Malaysia,139,Unhealthy for Sensitive Groups,1,Good,48,Good,3,Good,139,Unhealthy for Sensitive Groups
Thailand,43,Good,0,Good,20,Good,0,Good,43,Good
United States of America,50,Good,1,Good,46,Good,3,Good,50,Good
Spain,38,Good,1,Good,19,Good,8,Good,38,Good
Russian Federation,66,Moderate,1,Good,24,Good,12,Good,66,Moderate
Ecuador,27,Good,1,Good,4,Good,1,Good,27,Good
Republic of North Macedonia,48,Good,1,Good,43,Good,0,Good,48,Good
Brazil,18,Good,0,Good,18,Good,0,Good,14,Good
France,38,Good,1,Good,26,Good,2,Good,38,Good
Italy,33,Good,1,Good,33,Good,3,Good,32,Good
New Zealand,25,Good,0,Good,25,Good,0,Good,17,Good
Belgium,38,Good,1,Good,24,Good,3,Good,38,Good
United States of America,50,Good,1,Good,16,Good,10,Good,50,Good
India,172,Unhealthy,2,Good,57,Moderate,0,Good,172,Unhealthy
India,181,Unhealthy,1,Good,45,Good,0,Good,181,Unhealthy
United States of America,56,Moderate,1,Good,56,Moderate,1,Good,19,Good
Belgium,44,Good,1,Good,38,Good,1,Good,44,Good
France,51,Moderate,1,Good,34,Good,2,Good,51,Moderate
Uruguay,25,Good,0,Good,25,Good,1,Good,23,Good
Italy,77,Moderate,1,Good,77,Moderate,0,Good,30,Good
Italy,70,Moderate,1,Good,70,Moderate,0,Good,38,Good
Italy,97,Moderate,1,Good,56,Moderate,0,Good,97,Moderate
Russian Federation,31,Good,1,Good,31,Good,1,Good,22,Good
Philippines,153,Unhealthy,2,Good,25,Good,7,Good,153,Unhealthy
Turkey,39,Good,1,Good,39,Good,0,Good,33,Good
Ecuador,17,Good,0,Good,17,Good,0,Good,12,Good
Germany,53,Moderate,1,Good,46,Good,2,Good,53,Moderate
Afghanistan,103,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,103,Unhealthy for Sensitive Groups
Romania,40,Good,1,Good,40,Good,0,Good,16,Good
China,152,Unhealthy,3,Good,152,Unhealthy,3,Good,110,Unhealthy for Sensitive Groups
France,110,Unhealthy for Sensitive Groups,2,Good,26,Good,4,Good,110,Unhealthy for Sensitive Groups
Kenya,63,Moderate,2,Good,23,Good,1,Good,63,Moderate
Philippines,48,Good,0,Good,25,Good,0,Good,48,Good
India,63,Moderate,2,Good,32,Good,0,Good,63,Moderate
Germany,55,Moderate,1,Good,37,Good,5,Good,55,Moderate
Brazil,45,Good,1,Good,4,Good,2,Good,45,Good
India,156,Unhealthy,3,Good,91,Moderate,2,Good,156,Unhealthy
India,86,Moderate,2,Good,40,Good,2,Good,86,Moderate
United Kingdom of Great Britain and Northern Ireland,28,Good,1,Good,28,Good,1,Good,14,Good
Germany,72,Moderate,2,Good,35,Good,5,Good,72,Moderate
China,101,Unhealthy for Sensitive Groups,4,Good,101,Unhealthy for Sensitive Groups,5,Good,99,Moderate
United States of America,67,Moderate,2,Good,22,Good,17,Good,67,Moderate
Colombia,43,Good,1,Good,3,Good,2,Good,43,Good
United States of America,82,Moderate,1,Good,23,Good,7,Good,82,Moderate
China,149,Unhealthy for Sensitive Groups,4,Good,20,Good,18,Good,149,Unhealthy for Sensitive Groups
Japan,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
France,63,Moderate,1,Good,30,Good,2,Good,63,Moderate
Russian Federation,41,Good,1,Good,25,Good,1,Good,41,Good
Nepal,79,Moderate,2,Good,49,Good,1,Good,79,Moderate
Nigeria,60,Moderate,2,Good,24,Good,0,Good,60,Moderate
Belgium,64,Moderate,1,Good,31,Good,5,Good,64,Moderate
India,65,Moderate,1,Good,28,Good,0,Good,65,Moderate
Morocco,27,Good,1,Good,21,Good,9,Good,27,Good
Philippines,48,Good,0,Good,25,Good,0,Good,48,Good
Sudan,55,Moderate,2,Good,15,Good,0,Good,55,Moderate
Philippines,52,Moderate,1,Good,27,Good,1,Good,52,Moderate
Brazil,71,Moderate,2,Good,4,Good,5,Good,71,Moderate
Italy,67,Moderate,1,Good,36,Good,4,Good,67,Moderate
Brazil,29,Good,1,Good,6,Good,2,Good,29,Good
Italy,45,Good,1,Good,45,Good,1,Good,20,Good
Azerbaijan,60,Moderate,1,Good,43,Good,0,Good,60,Moderate
Portugal,29,Good,1,Good,29,Good,3,Good,20,Good
Pakistan,177,Unhealthy,3,Good,177,Unhealthy,1,Good,167,Unhealthy
Armenia,45,Good,1,Good,37,Good,0,Good,45,Good
India,160,Unhealthy,3,Good,127,Unhealthy for Sensitive Groups,1,Good,160,Unhealthy
Russian Federation,34,Good,1,Good,34,Good,0,Good,27,Good
India,157,Unhealthy,3,Good,120,Unhealthy for Sensitive Groups,1,Good,157,Unhealthy
Italy,61,Moderate,1,Good,37,Good,1,Good,61,Moderate
Portugal,33,Good,0,Good,33,Good,3,Good,27,Good
Russian Federation,51,Moderate,1,Good,30,Good,0,Good,51,Moderate
India,155,Unhealthy,3,Good,118,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy
Germany,50,Good,1,Good,42,Good,2,Good,50,Good
Japan,31,Good,1,Good,31,Good,4,Good,21,Good
India,170,Unhealthy,4,Good,170,Unhealthy,1,Good,161,Unhealthy
India,124,Unhealthy for Sensitive Groups,2,Good,51,Moderate,2,Good,124,Unhealthy for Sensitive Groups
India,156,Unhealthy,3,Good,156,Unhealthy,0,Good,155,Unhealthy
Nigeria,59,Moderate,2,Good,21,Good,0,Good,59,Moderate
China,157,Unhealthy,1,Good,46,Good,0,Good,157,Unhealthy
Turkey,63,Moderate,1,Good,33,Good,0,Good,63,Moderate
Spain,31,Good,1,Good,31,Good,1,Good,13,Good
Germany,70,Moderate,1,Good,38,Good,2,Good,70,Moderate
South Africa,176,Unhealthy,8,Good,10,Good,13,Good,176,Unhealthy
India,102,Unhealthy for Sensitive Groups,1,Good,37,Good,1,Good,102,Unhealthy for Sensitive Groups
India,39,Good,1,Good,29,Good,0,Good,39,Good
China,200,Unhealthy,4,Good,200,Unhealthy,3,Good,159,Unhealthy
Russian Federation,28,Good,1,Good,28,Good,0,Good,16,Good
United States of America,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
Indonesia,60,Moderate,1,Good,33,Good,0,Good,60,Moderate
India,85,Moderate,2,Good,61,Moderate,0,Good,85,Moderate
India,135,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,135,Unhealthy for Sensitive Groups
Congo,155,Unhealthy,7,Good,23,Good,1,Good,155,Unhealthy
United States of America,36,Good,1,Good,33,Good,7,Good,36,Good
Poland,51,Moderate,1,Good,35,Good,1,Good,51,Moderate
Philippines,67,Moderate,1,Good,25,Good,2,Good,67,Moderate
Botswana,35,Good,1,Good,23,Good,0,Good,35,Good
Romania,49,Good,1,Good,37,Good,1,Good,49,Good
Hungary,59,Moderate,1,Good,42,Good,1,Good,59,Moderate
Brazil,130,Unhealthy for Sensitive Groups,3,Good,1,Good,8,Good,130,Unhealthy for Sensitive Groups
Nigeria,71,Moderate,2,Good,22,Good,1,Good,71,Moderate
Italy,52,Moderate,1,Good,48,Good,0,Good,52,Moderate
Cameroon,54,Moderate,1,Good,20,Good,0,Good,54,Moderate
France,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
Czechia,61,Moderate,1,Good,45,Good,0,Good,61,Moderate
Russian Federation,40,Good,1,Good,40,Good,0,Good,17,Good
United States of America,47,Good,1,Good,30,Good,1,Good,47,Good
United States of America,76,Moderate,1,Good,70,Moderate,2,Good,76,Moderate
Romania,63,Moderate,1,Good,63,Moderate,0,Good,45,Good
Russian Federation,25,Good,1,Good,25,Good,5,Good,19,Good
Germany,52,Moderate,1,Good,44,Good,0,Good,52,Moderate
Benin,63,Moderate,1,Good,34,Good,0,Good,63,Moderate
India,89,Moderate,1,Good,21,Good,4,Good,89,Moderate
India,174,Unhealthy,4,Good,96,Moderate,5,Good,174,Unhealthy
Poland,42,Good,1,Good,42,Good,0,Good,22,Good
France,57,Moderate,1,Good,49,Good,0,Good,57,Moderate
Japan,50,Good,1,Good,33,Good,5,Good,50,Good
Brazil,22,Good,0,Good,22,Good,0,Good,13,Good
South Africa,39,Good,0,Good,29,Good,0,Good,39,Good
Czechia,69,Moderate,1,Good,49,Good,0,Good,69,Moderate
Cuba,38,Good,0,Good,38,Good,0,Good,17,Good
Poland,68,Moderate,1,Good,45,Good,0,Good,68,Moderate
Mexico,170,Unhealthy,1,Good,34,Good,2,Good,170,Unhealthy
